,source,target
8634,Earth,Glacier
8635,Earth,Ice_formation
8636,Earth,Alpine_glaciers
8637,Earth,Ice_sheets
8638,Earth,U-shaped_valley
8639,Season,North_Pacific_Oscillation
8640,Season,Orbital_forcing
8641,Season,Pacific_decadal_oscillation
8642,Season,Pacific_Meridional_Mode
8643,Season,Pacific%E2%80%93North_American_teleconnection_pattern
8644,Season,Quasi-biennial_oscillation
8645,Season,Solar_cycle
8646,Season,True_polar_wander
8647,Bird,Season
8648,Bird,Waterbird
8649,Bird,Temperate
8650,Bird,Polar_region
8651,Bird,Tropical
8652,Bird,Bar-tailed_godwit
8653,Bird,Sooty_shearwater
8654,Animal,Discosea
8655,Animal,Tubulinea
8656,Animal,Apusomonadida
8657,Animal,Breviatea
8658,Animal,Holomycota
8659,Animal,Cristidiscoidea
8660,Sun,The_Astrophysical_Journal_Supplement_Series
8661,Sun,Astronomy_and_Astrophysics
8662,Sun,Astronomy_%26_Geophysics
8663,Sun,Physics_Reports
8664,Sun,Science_(journal)
8665,Sun,HarperCollins
8666,Earth,Sea_ice
8667,Earth,Salinity
8668,Earth,Heat_reservoir
8669,Earth,El_Ni%C3%B1o%E2%80%93Southern_Oscillation
8670,Season,Season
8671,Bird,New_Zealand
8672,Bird,Chile
8673,Bird,Alaska
8674,Bird,California
8675,Bird,Southern_Ocean
8676,Bird,Finch
8677,Animal,Zoosporia
8678,Animal,Opisthosporidia
8679,Animal,Fungus
8680,Animal,Ichthyosporea
8681,Sun,Astrophysical_Journal_Letters
8682,Sun,Nature_(journal)
8683,Sun,Space_Science_Reviews
8684,Sun,US_Naval_Observatory
8685,Sun,Simon_%26_Schuster
8686,Sun,Springer_Science%2BBusiness_Media
8687,Sun,The_Guardian
8688,Earth,Atmosphere_of_Earth
8689,Earth,Cloud_cover
8690,Earth,NASA
8691,Earth,Moderate-Resolution_Imaging_Spectroradiometer
8692,Bird,Altitudinal_migration
8693,Bird,Territory_(animal)
8694,Animal,Pluriformea
8695,Animal,Corallochytrea
8696,Sun,Stanford_University
8697,Sun,Optics_%26_Photonics_News
8698,Sun,Australian_Broadcasting_Corporation
8699,Sun,Meteoritics_%26_Planetary_Science
8700,Sun,Monthly_Notices_of_the_Royal_Astronomical_Society
8701,Earth,Scale_height
8702,Earth,Troposphere
8703,Bird,True_parrots
8704,Bird,Family_(biology)
8705,Bird,Manx_shearwater
8706,Animal,Filasterea
8707,Animal,CRuMs
8708,Sun,Meteoritics_(journal)
8709,Sun,The_Astrophysical_Journal
8710,Sun,Marshall_Space_Flight_Center
8711,Sun,Journal_of_Physics:_Conference_Series
8712,Earth,Oxygen_catastrophe
8713,Earth,Ozone%E2%80%93oxygen_cycle
8714,Earth,Ultraviolet
8715,Earth,Solar_radiation
8716,Earth,Meteor
8717,Earth,Greenhouse_effect
8718,Bird,Boston
8719,Bird,Skomer
8720,Bird,Sun
8721,Animal,Collodictyonidae
8722,Animal,Mantamonadidae
8723,Animal,Rigifilida
8724,Sun,Princeton_University_Press
8725,Sun,AIP_Conference_Proceedings
8726,Sun,CRC_Press
8727,Sun,Bulletin_of_the_Astronomical_Society_of_India
8728,Sun,The_Astrophysical_Journal_Letters
8729,Earth,Thermal_energy
8730,Earth,Nitrous_oxide
8731,Earth,Ozone
8732,Bird,Chronobiology
8733,Bird,Constellation
8734,Bird,Polaris
8735,Bird,Geomagnetism
8736,Bird,Photoreceptor_cell
8737,Bird,Bird_vocalisation
8738,Bird,House_wren
8739,Animal,Hemimastigophora
8740,Animal,Spironemidae
8741,Animal,Incertae_sedis
8742,Animal,Acritarch
8743,Animal,Rangeomorpha
8744,Animal,Grypania
8745,Animal,Gunflint_chert
8746,Sun,Current_Science
8747,Sun,George_Siscoe
8748,Sun,American_Geophysical_Union
8749,Sun,Journal_of_Geophysical_Research
8750,Earth,Weather
8751,Earth,Hurricane_Felix
8752,Earth,Mojave_Desert
8753,Bird,Tooth-billed_bowerbird
8754,Bird,Spangled_drongo
8755,Animal,Protist
8756,Animal,Template_talk:Nature
8757,Animal,Nature
8758,Animal,Universe
8759,Animal,Space
8760,Sun,Solar_Physics_(journal)
8761,Sun,Physical_Review_D
8762,Sun,Springer-Verlag
8763,Sun,Goddard_Space_Flight_Center
8764,Sun,PhysOrg
8765,Sun,CNN
8766,Sun,John_A._Eddy
8767,Earth,Trade_winds
8768,Earth,Westerlies
8769,Earth,Ocean_current
8770,Bird,Animal_communication
8771,Bird,Sound
8772,Bird,Coenocorypha
8773,Bird,Snipe
8774,Bird,Palm_cockatoo
8775,Bird,Red-billed_quelea
8776,Bird,Flock_(birds)
8777,Animal,Time
8778,Sun,Geophysical_Research_Letters
8779,Sun,Springer_(publisher)
8780,Sun,Journal_of_Atmospheric_and_Solar%E2%80%93Terrestrial_Physics
8781,Sun,New_Scientist
8782,Sun,Wayback_Machine
8783,Sun,Annual_Review_of_Astronomy_and_Astrophysics
8784,Earth,Thermohaline_circulation
8785,Earth,Tropics
8786,Earth,Subtropics
8787,Earth,Temperate
8788,Earth,Polar_region
8789,Bird,Safety_in_numbers
8790,Bird,Ambush_predation
8791,Bird,Mixed-species_feeding_flock
8792,Bird,Dolphin
8793,Bird,Tuna
8794,Bird,Mutualism_(biology)
8795,Bird,Dwarf_mongoose
8796,Bird,Birds_of_prey
8797,Bird,Slow-wave_sleep
8798,Bird,Cerebral_hemisphere
8799,Animal,Energy
8800,Animal,Matter
8801,Animal,Particle
8802,Animal,Chemical_element
8803,Animal,Earth
8804,Animal,Earth_science
8805,Animal,History_of_Earth
8806,Sun,Astrophysical_Journal
8807,Earth,Continentality
8808,Earth,San_Francisco
8809,Earth,Washington_DC
8810,Earth,Lapse_rate
8811,Earth,K%C3%B6ppen_climate_classification
8812,Earth,Tropical_climate
8813,Bird,Predator
8814,Bird,Marine_mammal
8815,Bird,Communal_roosting
8816,Animal,Geological_history_of_Earth
8817,Animal,Structure_of_the_Earth
8818,Animal,Geology
8819,Animal,Plate_tectonics
8820,Animal,Ocean
8821,Sun,Astronomische_Nachrichten
8822,Sun,Revista_Mexicana_de_Astronom%C3%ADa_y_Astrof%C3%ADsica
8823,Sun,MNRAS
8824,Sun,International_Journal_of_Astrobiology
8825,Sun,The_Astronomical_Journal
8826,Sun,Classical_Philology_(journal)
8827,Earth,Arid
8828,Earth,Humid_subtropical_climate
8829,Earth,Continental_climate
8830,Earth,Polar_climate
8831,Earth,Highest_temperature_recorded_on_Earth
8832,Earth,Hot_desert
8833,Earth,Death_Valley_National_Park
8834,Bird,Beak
8835,Animal,Gaia_hypothesis
8836,Animal,Future_of_Earth
8837,Animal,Weather
8838,Animal,Meteorology
8839,Animal,Atmosphere_of_Earth
8840,Sun,University_of_Cairo
8841,Sun,Isis_(journal)
8842,Sun,Macmillan%27s_Magazine
8843,Sun,Stephen_Hawking
8844,Sun,Physical_Review
8845,Sun,Reviews_of_Modern_Physics
8846,Earth,Lowest_temperature_recorded_on_Earth
8847,Earth,Antarctica
8848,Earth,Full_moon
8849,Earth,Stratosphere
8850,Earth,Mesosphere
8851,Earth,Thermosphere
8852,Earth,Exosphere
8853,Bird,Loriculus
8854,Bird,Torpor
8855,Bird,Adaptation
8856,Animal,Climate
8857,Animal,Cloud
8858,Animal,Rain
8859,Animal,Snow
8860,Animal,Sunlight
8861,Animal,Tide
8862,Animal,Wind
8863,Sun,Encyclopedia_Astronautica
8864,Sun,NASA
8865,Sun,Japan_Aerospace_Exploration_Agency
8866,Sun,Large_Angle_and_Spectrometric_Coronagraph
8867,Sun,US_Naval_Research_Laboratory
8868,Sun,Jet_Propulsion_Laboratory
8869,Sun,California_Institute_of_Technology
8870,Sun,Nuclear_Instruments_and_Methods_in_Physics_Research_B
8871,Earth,K%C3%A1rm%C3%A1n_line
8872,Earth,Outer_space
8873,Earth,Atmospheric_escape
8874,Earth,Molecular_mass
8875,Earth,Redox
8876,Bird,Owlet-nightjar
8877,Bird,Woodswallow
8878,Bird,Common_poorwill
8879,Bird,Hibernation
8880,Bird,Urohidrosis
8881,Bird,Seabird_breeding_behaviour
8882,Bird,Sexual_selection_in_birds
8883,Bird,Raggiana_bird-of-paradise
8884,Animal,Tornado
8885,Animal,Tropical_cyclone
8886,Animal,Natural_environment
8887,Animal,Ecosystem
8888,Animal,Field_(physics)
8889,Animal,Radiation
8890,Animal,Wilderness
8891,Animal,Wildfire
8892,Sun,Bulletin_of_Mathematical_Biophysics
8893,Sun,Eye_(journal)
8894,Sun,British_Journal_of_Ophthalmology
8895,Sun,Plenum_Press
8896,Sun,PLOS_Biology
8897,Earth,Fungus
8898,Earth,Ecosystem
8899,Earth,Biome
8900,Earth,Elevation
8901,Earth,Humidity
8902,Earth,Tundra
8903,Earth,Alpine_tundra
8904,Bird,Paternal_care
8905,Bird,Parental_investment
8906,Bird,Extra-pair_copulation
8907,Bird,Forced_copulation
8908,Bird,Polygyny
8909,Bird,Polyandry
8910,Bird,Polygamy
8911,Bird,Polygynandry
8912,Animal,Life
8913,Animal,Abiogenesis
8914,Animal,Evolutionary_history_of_life
8915,Animal,Biosphere
8916,Sun,J._P._Mallory
8917,Sun,Douglas_Q._Adams
8918,Sun,Thames_%26_Hudson
8919,Sun,Walter_Burkert
8920,Sun,Chelsea_House_Publishers
8921,Sun,Scholarpedia
8922,Sun,The_Boston_Globe
8923,Sun,YouTube
8924,Earth,Desert
8925,Earth,Latitudinal_gradients_in_species_diversity
8926,Earth,Tropical_rainforest
8927,Earth,Number_of_species
8928,Earth,Species_description
8929,Bird,Promiscuity
8930,Bird,Lek_(mating_arena)
8931,Bird,Phalaropes
8932,Bird,Courtship_feeding
8933,Bird,Billing_(birds)
8934,Bird,Bird_colony
8935,Bird,Amniotic_egg
8936,Animal,Biological_organisation
8937,Animal,Biology
8938,Animal,Astrobiology
8939,Animal,Biodiversity
8940,Animal,Organism
8941,Animal,Flora
8942,Animal,Plant
8943,Animal,Prokaryote
8944,Animal,Bacteria
8945,Sun,Template_talk:The_Sun
8946,Sun,Radiation_zone
8947,Earth,Planetary_habitability
8948,Earth,Organic_compound
8949,Bird,Calcium_carbonate
8950,Bird,Camouflage
8951,Bird,Brood_parasites
8952,Animal,Virus
8953,Animal,Template_talk:Life_on_Earth
8954,Animal,Acidobacteria
8955,Animal,Actinobacteria
8956,Sun,Stellar_atmosphere
8957,Sun,Facula
8958,Sun,Plage_(astronomy)
8959,Sun,Moreton_wave
8960,Sun,Coronal_mass_ejection
8961,Earth,Metabolism
8962,Earth,Nutrient
8963,Earth,Tropical_cyclone
8964,Bird,Golden-backed_weaver
8965,Bird,Common_guillemot
8966,Bird,Emperor_penguin
8967,Bird,Precocial
8968,Animal,Aquificae
8969,Animal,Bacteroidetes
8970,Sun,Helmet_streamer
8971,Sun,Supra-arcade_downflows
8972,Sun,Wolf_number
8973,Sun,Helioseismology
8974,Sun,Bow_shock
8975,Sun,Heliophysics
8976,Earth,Hurricane
8977,Earth,Typhoon
8978,Earth,Landslide
8979,Earth,Tsunami
8980,Earth,Tornado
8981,Earth,Blizzard
8982,Earth,Wildfire
8983,Bird,Eastern_phoebe
8984,Bird,Brown-headed_cowbird
8985,Bird,Egg_incubation
8986,Animal,Chlamydiae
8987,Animal,Green_sulfur_bacteria
8988,Animal,Chloroflexi_(phylum)
8989,Animal,Chrysiogenetes
8990,Sun,List_of_solar_deities
8991,Sun,Solar_activity
8992,Sun,Solar_astronomy
8993,Sun,Solar_neutrino
8994,Sun,Solar_observation
8995,Sun,Solar_physics
8996,Sun,Solar_radio_emission
8997,Earth,Pollution
8998,Earth,Acid_rain
8999,Earth,Overgrazing
9000,Earth,Deforestation
9001,Earth,Desertification
9002,Earth,Extinction
9003,Earth,Soil_degradation
9004,Bird,Megapode
9005,Bird,Cuckoo
9006,Bird,Ruby-throated_hummingbird
9007,Bird,Greater_roadrunner
9008,Animal,Cyanobacteria
9009,Animal,Deferribacteres
9010,Animal,Deinococcus%E2%80%93Thermus
9011,Animal,Dictyoglomi
9012,Animal,Fibrobacteres
9013,Animal,Firmicutes
9014,Sun,Solar_telescope
9015,Sun,Solar_time
9016,Sun,Space_climate
9017,Sun,Template_talk:Sun_spacecraft
9018,Sun,Deep_Space_Climate_Observatory
9019,Earth,Soil_depletion
9020,Earth,Erosion
9021,Earth,Scientific_consensus
9022,Earth,Global_warming
9023,Earth,Retreat_of_glaciers_since_1850
9024,Earth,Sea_level_rise
9025,Earth,Human_geography
9026,Bird,Turkey_vulture
9027,Bird,Laysan_albatross
9028,Bird,Magellanic_penguin
9029,Bird,Golden_eagle
9030,Bird,Wild_turkey
9031,Bird,Parental_care_in_birds
9032,Bird,Altricial
9033,Bird,Blindness
9034,Bird,Calliope_hummingbird
9035,Animal,Fusobacteria
9036,Animal,Gemmatimonadetes
9037,Animal,Nitrospirae
9038,Animal,Planctomycetes
9039,Sun,Interface_Region_Imaging_Spectrograph
9040,Sun,Miniature_X-ray_Solar_Spectrometer_CubeSat
9041,Sun,SOLAR_(ISS)
9042,Sun,Solar_Orbiter
9043,Sun,Wind_(spacecraft)
9044,Earth,North_America
9045,Earth,South_America
9046,Earth,Europe
9047,Earth,Africa
9048,Bird,White-breasted_woodswallow
9049,Bird,Fledge
9050,Bird,Breeding_pair
9051,Bird,Corvida
9052,Bird,Corvidae
9053,Animal,Proteobacteria
9054,Animal,Spirochaete
9055,Animal,Thermodesulfobacteria
9056,Animal,Thermomicrobia
9057,Animal,Thermotogae
9058,Animal,Verrucomicrobia
9059,Sun,European_Retrievable_Carrier
9060,Sun,ESRO_2B
9061,Sun,GOES_13
9062,Earth,Asia
9063,Earth,Australia_(continent)
9064,Earth,Template_talk:World_map_indicating_continents
9065,Earth,Sub-Saharan_Africa
9066,Earth,State_(polity)
9067,Earth,Terra_nullius
9068,Bird,Australian_magpie
9069,Animal,Crenarchaeota
9070,Animal,Euryarchaeota
9071,Animal,Korarchaeota
9072,Animal,Nanoarchaeota
9073,Animal,Archaeal_Richmond_Mine_acidophilic_nanoorganisms
9074,Animal,Heterokontophyta
9075,Sun,Helios_(spacecraft)
9076,Sun,Hinotori_(satellite)
9077,Sun,ISEE-1
9078,Sun,ISEE-2
9079,Sun,International_Cometary_Explorer
9080,Sun,Koronas-Foton
9081,Sun,Orbiting_Solar_Observatory
9082,Earth,United_Nations
9083,Earth,Intergovernmental_organization
9084,Earth,Yuri_Gagarin
9085,Earth,Apollo_program
9086,Earth,List_of_International_Space_Station_expeditions
9087,Earth,Apollo_13
9088,Bird,Fairy-wren
9089,Bird,Rifleman_(bird)
9090,Bird,Red_kite
9091,Bird,Division_of_labour
9092,Bird,Synthliboramphus
9093,Bird,Ancient_murrelet
9094,Animal,Ciliophora
9095,Animal,Apicomplexa
9096,Animal,Dinoflagellata
9097,Animal,Radiolaria
9098,Animal,Foraminifera
9099,Sun,OSO_1
9100,Sun,OSO_2
9101,Sun,OSO_B
9102,Sun,OSO_3
9103,Sun,OSO_4
9104,Sun,OSO_5
9105,Sun,OSO_6
9106,Earth,Land_use
9107,Earth,Non-renewable_resource
9108,Earth,Fossil_fuel
9109,Earth,Coal
9110,Earth,Petroleum
9111,Earth,Natural_gas
9112,Earth,Ore
9113,Bird,Brood_parasite
9114,Bird,Reed_warbler
9115,Bird,Common_cuckoo
9116,Bird,Brood_parasitism
9117,Bird,Conspecific
9118,Animal,Cercozoa
9119,Animal,Excavata
9120,Animal,Chytridiomycota
9121,Animal,Blastocladiomycota
9122,Animal,Neocallimastigomycota
9123,Animal,Glomeromycota
9124,Sun,OSO_7
9125,Sun,OSO_8
9126,Bird,Honeyguide
9127,Bird,Icterid
9128,Bird,Black-headed_duck
9129,Animal,Zygomycota
9130,Sun,Solwind
9131,Sun,Picard_(satellite)
9132,Sun,Pioneer_5
9133,Sun,"Pioneer_6,_7,_8,_and_9"
9134,Sun,PROBA-2
9135,Sun,Reuven_Ramaty_High_Energy_Solar_Spectroscopic_Imager
9136,Earth,Ore_genesis
9137,Bird,Fisherian_runaway
9138,Bird,Evolution
9139,Bird,Mating
9140,Bird,Peafowl
9141,Bird,Sexual_selection
9142,Bird,Courtship_behavior
9143,Bird,Inbreeding_depression
9144,Animal,Ascomycota
9145,Animal,Basidiomycota
9146,Animal,Glaucophyta
9147,Animal,Rhodophyta
9148,Animal,Charophyta
9149,Animal,Marchantiophyta
9150,Animal,Anthocerotophyta
9151,Sun,TRACE
9152,Sun,Ulysses_(spacecraft)
9153,Sun,Aditya-L1
9154,Sun,PROBA-3
9155,Sun,Polarimeter_to_Unify_the_Corona_and_Heliosphere
9156,Sun,Tandem_Reconnection_and_Cusp_Electrodynamics_Reconnaissance_Satellites
9157,Sun,Space_Weather_Follow-On_L1
9158,Bird,Zebra_finch
9159,Bird,Sibling
9160,Bird,Darwin%27s_finches
9161,Bird,Inbreeding_avoidance
9162,Animal,Moss
9163,Animal,Lycopodiophyta
9164,Animal,Pteridophyta
9165,Animal,Cycadophyta
9166,Animal,Ginkgophyta
9167,Animal,Pinophyta
9168,Animal,Gnetophyta
9169,Animal,Flowering_plant
9170,Animal,Arthropoda
9171,Sun,Solar_Cruiser
9172,Sun,ADAHELI
9173,Sun,Lagrange_(spacecraft)
9174,Earth,Magmatism
9175,Earth,Metal
9176,Earth,Mining
9177,Earth,Wood
9178,Earth,Pharmaceutical
9179,Bird,Purple-crowned_fairywren
9180,Bird,Great_tit
9181,Bird,Southern_pied_babbler
9182,Bird,Cooperative_breeding
9183,Bird,Outcrossing
9184,Bird,Gran_Canaria_blue_chaffinch
9185,Animal,Gastrotricha
9186,Animal,Gnathostomulida
9187,Animal,Micrognathozoa
9188,Animal,Cycliophora
9189,Sun,Science-Enabling_Technologies_for_Heliophysics
9190,Sun,Sundiver_(space_mission)
9191,Sun,AOSO
9192,Sun,Pioneer_H
9193,Sun,Solar_Sentinels
9194,Sun,Pioneer_E
9195,Sun,OSO_C
9196,Earth,Topsoil
9197,Earth,Percentage_point
9198,Earth,Building_material
9199,Earth,Earth_in_culture
9200,Earth,Earthrise
9201,Earth,William_Anders
9202,Earth,Apollo_8
9203,Bird,Pinus_canariensis
9204,Bird,Forest_canopy
9205,Bird,Insectivore
9206,Bird,Frugivore
9207,Bird,Nectarivore
9208,Bird,Avivore
9209,Bird,Kerer%C5%AB
9210,Animal,Brachiopoda
9211,Animal,Parakaryon_myojinensis
9212,Animal,Template_talk:Organisms_et_al.
9213,Animal,Non-cellular_life
9214,Animal,Mitochondrion
9215,Animal,Plastid
9216,Animal,Eukaryota
9217,Sun,Solar_Radiation_and_Climate_Experiment
9218,Sun,Solar_X-ray_Imager
9219,Sun,ACRIMSAT
9220,Sun,List_of_heliophysics_missions
9221,Sun,Template_talk:Solar_System
9222,Sun,Sun
9223,Sun,Moons_of_Mars
9224,Earth,Culture
9225,Earth,Astronomical_symbols
9226,Earth,Circumscribed_circle
9227,Earth,Four_corners_of_the_world
9228,Earth,Personification
9229,Earth,Deity
9230,Earth,Mother_goddess
9231,Bird,Kokako
9232,Bird,Avian_ecology_field_methods
9233,Bird,Birds_in_culture
9234,Animal,Animalia
9235,Animal,Fungi
9236,Animal,Plantae
9237,Animal,Nanobacterium
9238,Animal,Viroid
9239,Animal,Satellite_(biology)
9240,Sun,Ceres_(dwarf_planet)
9241,Sun,Moons_of_Jupiter
9242,Sun,Rings_of_Jupiter
9243,Sun,Moons_of_Saturn
9244,Sun,Rings_of_Saturn
9245,Sun,Moons_of_Uranus
9246,Earth,Fertility_deity
9247,Earth,Creation_myth
9248,Earth,Flat_Earth
9249,Earth,Ancient_Greece
9250,Earth,Spherical_Earth
9251,Earth,Pythagoras
9252,Earth,Parmenides
9253,Earth,Geocentric_model
9254,Bird,Industrial_farming
9255,Bird,Borana_people
9256,Bird,Commensalism
9257,Bird,Bird_strike
9258,Bird,Hunting
9259,Bird,Avian_lead_poisoning
9260,Bird,Pesticide
9261,Bird,Roadkill
9262,Bird,Wind_turbine
9263,Animal,Virophage
9264,Animal,Virusoid
9265,Animal,Duplodnaviria
9266,Animal,Monodnaviria
9267,Animal,Riboviria
9268,Animal,Varidnaviria
9269,Sun,Rings_of_Uranus
9270,Sun,Moons_of_Neptune
9271,Sun,Rings_of_Neptune
9272,Sun,Pluto
9273,Sun,Moons_of_Pluto
9274,Sun,Haumea
9275,Sun,Moons_of_Haumea
9276,Sun,Makemake
9277,Sun,2015_(136472)_1
9278,Earth,Heliocentrism
9279,Earth,Earth%27s_age
9280,Earth,"William_Thomson,_1st_Baron_Kelvin"
9281,Earth,Thermodynamics
9282,Earth,Celestial_sphere
9283,Earth,Earth_phase
9284,Bird,Cat
9285,Bird,Dog
9286,Bird,Psittacosis
9287,Bird,Salmonellosis
9288,Animal,Ligamenvirales
9289,Animal,Alphasatellitidae
9290,Animal,Ampullaviridae
9291,Animal,Anelloviridae
9292,Animal,Avsunviroidae
9293,Animal,Baculoviridae
9294,Animal,Bicaudaviridae
9295,Sun,Kuiper_belt
9296,Sun,Eris_(dwarf_planet)
9297,Sun,Dysnomia_(moon)
9298,Sun,Scattered_disc
9299,Sun,Hills_cloud
9300,Sun,Oort_cloud
9301,Sun,Planet
9302,Earth,Earth_physical_characteristics_tables
9303,Earth,Earth_science
9304,Earth,Outline_of_Earth
9305,Earth,Timeline_of_natural_history
9306,Earth,Timeline_of_the_far_future
9307,Earth,Secular_phenomena
9308,Bird,Campylobacteriosis
9309,Bird,Tuberculosis
9310,Bird,Avian_influenza
9311,Bird,Giardiasis
9312,Bird,Cryptosporidiosis
9313,Bird,Zoonosis
9314,Bird,Domesticated_turkey
9315,Bird,Domestic_duck
9316,Animal,Clavaviridae
9317,Animal,Finnlakeviridae
9318,Animal,Fuselloviridae
9319,Animal,Globuloviridae
9320,Animal,Guttaviridae
9321,Animal,Halspiviridae
9322,Animal,Hytrosaviridae
9323,Animal,Nimaviridae
9324,Animal,Nudiviridae
9325,Animal,Ovaliviridae
9326,Sun,Terrestrial_planet
9327,Sun,Giant_planet
9328,Sun,Natural_satellite
9329,Sun,Claimed_moons_of_Earth
9330,Earth,Frequency
9331,Earth,Circumference
9332,Earth,Ice_shelf
9333,Earth,Vertical_datum
9334,Earth,Vector_Map
9335,Earth,Wayback_Machine
9336,Earth,Greenland
9337,Earth,Billiard_ball
9338,Earth,Great_Plains
9339,Bird,Domestic_goose
9340,Bird,Pheasant
9341,Bird,Dove
9342,Bird,Partridge
9343,Bird,Grouse
9344,Bird,Woodcock
9345,Bird,Muttonbirding
9346,Bird,War_of_the_Pacific
9347,Bird,Parrot_(family)
9348,Bird,Myna
9349,Animal,Plasmaviridae
9350,Animal,Polydnaviridae
9351,Animal,Portogloboviridae
9352,Animal,Pospiviroidae
9353,Animal,Spiraviridae
9354,Animal,Thaspiviridae
9355,Animal,Tolecusatellitidae
9356,Sun,Phobos_(moon)
9357,Sun,Deimos_(moon)
9358,Sun,Ganymede_(moon)
9359,Sun,Callisto_(moon)
9360,Sun,Io_(moon)
9361,Earth,Abyssal_plain
9362,Earth,Somali_Plate
9363,Earth,Journal_of_African_Earth_Sciences
9364,Earth,Hill_radius
9365,Earth,Genome_Biology
9366,Earth,Clabon_Allen
9367,Earth,Union_of_Concerned_Scientists
9368,Bird,Aviculture
9369,Bird,Endangered_species
9370,Bird,Falcon
9371,Bird,Falconry
9372,Bird,Cormorant_fishing
9373,Bird,Messenger_pigeon
9374,Bird,World_War_II
9375,Bird,Pigeon_racing
9376,Animal,Tristromaviridae
9377,Animal,Deltavirus
9378,Animal,Dinodnavirus
9379,Animal,Rhizidiovirus
9380,Animal,Nanobe
9381,Sun,Europa_(moon)
9382,Sun,Titan_(moon)
9383,Sun,Rhea_(moon)
9384,Sun,Iapetus_(moon)
9385,Sun,Dione_(moon)
9386,Sun,Tethys_(moon)
9387,Sun,Enceladus
9388,Sun,Mimas_(moon)
9389,Earth,World_Geodetic_System
9390,Earth,National_Geospatial-Intelligence_Agency
9391,Earth,Anny_Cazenave
9392,Earth,United_States_Department_of_Commerce
9393,Earth,National_Institute_of_Standards_and_Technology
9394,Earth,WMO
9395,Earth,Arizona_State_University
9396,Earth,Earth_System_Research_Laboratory
9397,Bird,Birding
9398,Bird,Bird_feeder
9399,Bird,Bird_feeding
9400,Bird,Master_of_the_Playing_Cards
9401,Bird,Deity
9402,Bird,Makemake_(mythology)
9403,Animal,Biological_dark_matter
9404,Animal,Bio-like_structure
9405,Animal,Cancer_cell
9406,Animal,HeLa
9407,Animal,Clonally_transmissible_cancer
9408,Animal,Cosmid
9409,Sun,Hyperion_(moon)
9410,Sun,Phoebe_(moon)
9411,Sun,Titania_(moon)
9412,Sun,Oberon_(moon)
9413,Sun,Umbriel_(moon)
9414,Sun,Ariel_(moon)
9415,Sun,Miranda_(moon)
9416,Sun,Triton_(moon)
9417,Sun,Proteus_(moon)
9418,Sun,Nereid_(moon)
9419,Earth,National_Oceanic_and_Atmospheric_Administration
9420,Earth,Rudolf_Simek
9421,Earth,Boydell_%26_Brewer
9422,Earth,Lunar_and_Planetary_Institute
9423,Earth,Universities_Space_Research_Association
9424,Bird,Tangata_manu
9425,Bird,Easter_Island
9426,Bird,Hugin_and_Munin
9427,Bird,Common_raven
9428,Bird,Norse_god
9429,Bird,Odin
9430,Bird,History_of_Italy
9431,Bird,Etruscan_mythology
9432,Bird,Ancient_Rome
9433,Animal,Defective_interfering_particle
9434,Animal,Earliest_known_life_forms
9435,Animal,LUCA
9436,Animal,Endogenous_viral_element
9437,Animal,Fosmid
9438,Animal,Integrative_and_conjugative_element
9439,Animal,Phagemid
9440,Animal,Plasmid
9441,Animal,Prion
9442,Sun,Charon_(moon)
9443,Sun,Nix_(moon)
9444,Sun,Hydra_(moon)
9445,Sun,Kerberos_(moon)
9446,Sun,Styx_(moon)
9447,Sun,Hi%CA%BBiaka_(moon)
9448,Earth,Phys.org
9449,Earth,American_Museum_of_Natural_History
9450,Earth,Proc_Natl_Acad_Sci_U_S_A
9451,Earth,Carl_Zimmer
9452,Earth,The_New_York_Times
9453,Earth,Astrobiology_(journal)
9454,Earth,Nature_Geoscience
9455,Bird,Religion_in_Ancient_Rome
9456,Bird,Augur
9457,Bird,Religious_symbolism
9458,Bird,Jonah
9459,Bird,Common_peacock
9460,Bird,Mesopotamian_goddess
9461,Bird,Inanna
9462,Bird,Ancient_Canaanite_religion
9463,Animal,Fungal_prion
9464,Animal,Protocell
9465,Animal,Coacervate
9466,Animal,Proteinoid
9467,Animal,Model_lipid_bilayer
9468,Sun,Namaka_(moon)
9469,Sun,Makemake_(dwarf_planet)
9470,Sun,Lists_of_comets
9471,Sun,List_of_possible_dwarf_planets
9472,Sun,List_of_gravitationally_rounded_objects_of_the_Solar_System
9473,Sun,List_of_minor_planets
9474,Earth,Excite
9475,Earth,Mindspark_Interactive_Network
9476,Earth,Associated_Press
9477,Earth,University_of_Wisconsin%E2%80%93Madison
9478,Earth,Proceedings_of_the_National_Academy_of_Sciences_of_the_United_States_of_America
9479,Earth,Monthly_Notices_of_the_Royal_Astronomical_Society
9480,Earth,Robert_Krulwich
9481,Bird,Asherah
9482,Bird,Aphrodite
9483,Bird,Ancient_Greece
9484,Bird,Athena
9485,Bird,Athens
9486,Animal,Jeewanu
9487,Animal,Sulphobes
9488,Animal,Ribozyme
9489,Animal,Spiegelman%27s_Monster
9490,Animal,Tandem_repeat
9491,Animal,Transposable_element
9492,Animal,Retroposons
9493,Animal,Transpoviron
9494,Sun,List_of_natural_satellites
9495,Sun,Solar_System_model
9496,Sun,List_of_Solar_System_objects
9497,Sun,List_of_Solar_System_objects_by_size
9498,Sun,Timeline_of_discovery_of_Solar_System_planets_and_their_moons
9499,Sun,List_of_interstellar_and_circumstellar_molecules
9500,Sun,Small_Solar_System_body
9501,Earth,Carleton_University
9502,Earth,National_Ocean_Service
