,Word,num_occurrences
4742,understands,34
4743,understood,47
4744,underwater,926
4745,unexpected,2138
4746,unglazed,67
4747,unhappy,1305
4748,unhealthy,756
4749,unicellular,65
4750,uniformity,101
4751,unimportant,509
4752,unintended,209
4753,unique,5990
4754,unit,20692
4755,united,9527
4756,units,390
4757,universal,5212
4758,universe,2732
4759,unknown,5151
4760,unless,118
4761,unlike,4041
4762,unlikely,938
4763,unlimited,5258
4764,unpiloted,11
4765,unrelated,644
4766,unsafe,487
4767,unstable,2601
4768,unsustainable,18
4769,unusual,3602
4770,upgrades,37
4771,uplift,328
4772,uplifting,26
4773,upon,1639
4774,upper,7419
4775,upriver,4
4776,uprooted,0
4777,upset,966
4778,upstream,466
4779,upward,607
4780,upwelling,18
4781,uracil,45
4782,urinate,5
4783,us,168
4784,usable,1432
4785,usage,1251
4786,use,27309
4787,used,9644
4788,useful,24642
4789,uses,642
4790,ushaped,69
4791,using,1031
4792,usually,14985
4793,uv,853
4794,v,1036
4795,vaccination,292
4796,vacuole,16939
4797,vacuoles,6
4798,vacuum,3661
4799,vacuums,46
4800,valence,118
4801,valid,1824
4802,validate,1
4803,validity,198
4804,valley,8518
4805,valleys,41
4806,valuable,29863
4807,value,13328
4808,van,5520
4809,vane,461
4810,vapor,1681
4811,vaporization,84
4812,vaporized,3
4813,variable,7137
4814,variables,171
4815,variation,3466
4816,varied,1037
4817,varies,32
4818,varieties,161
4819,variety,1962
4820,various,34359
4821,vary,52
4822,vascular,23921
4823,vegas,260
4824,vegetable,5235
4825,vegetables,191
4826,vehicles,357
4827,velocity,1505
4828,verified,32
4829,versus,269
4830,vertebrates,146
4831,vertically,48
4832,vessels,183
4833,vestigial,36
4834,vests,7
4835,vibrate,39
4836,vibrations,139
4837,viewed,98
4838,viewing,946
4839,vinegar,1532
4840,virus,3428
4841,viruses,79
4842,visible,2867
4843,vision,1974
4844,visual,27523
4845,visually,679
4846,vitamin,3018
4847,vitamins,119
4848,vocal,1865
4849,voice,5892
4850,volatile,3614
4851,volcanic,908
4852,volcanism,68
4853,volcano,880
4854,volcanoes,19
4855,voltage,5100
4856,volts,18
4857,volume,10335
4858,volumes,45
4859,volvox,9
4860,voyager,788
4861,vshaped,36
4862,w,718
4863,waiting,324
4864,walk,5233
4865,walked,19
4866,walking,2426
4867,walks,90
4868,wall,25491
4869,walls,325
4870,walter,206
4871,waning,4
4872,want,182
4873,wanted,58
4874,wants,52
4875,warbler,4888
4876,warblers,18
4877,warm,17346
4878,warmblooded,27
4879,warmed,12
4880,warmer,3026
4881,warming,725
4882,warmseason,0
4883,warmth,153
4884,warn,64
4885,warning,1028
4886,wash,2771
4887,washing,1470
4888,washington,1431
4889,waste,5438
4890,wasted,31
4891,wastes,59
4892,watch,7893
4893,watched,8
4894,water,60002
4895,watercycle,0
4896,watered,22
4897,waterfall,933
4898,watering,1115
4899,waterproof,2128
4900,waters,882
4901,watershed,1009
4902,waterways,20
4903,watts,29
4904,wave,8703
4905,wavelength,521
4906,wavelengths,43
4907,waves,345
4908,wax,3307
4909,waxing,140
4910,way,21014
4911,ways,617
4912,weak,17480
4913,weakens,6
4914,wear,4040
4915,wearing,2096
4916,weather,8147
4917,weathered,85
4918,weathering,36
4919,web,33795
4920,webbed,81
4921,webpage,144
4922,webs,33
4923,weeds,88
4924,week,3442
4925,weekend,2933
4926,weekly,3480
4927,weeks,125
4928,weigh,48
4929,weight,69329
4930,weights,125
4931,well,9420
4932,welldrained,0
4933,wells,114
4934,went,388
4935,west,13247
4936,western,18034
4937,wet,6176
4938,wetland,1264
4939,wetlands,53
4940,whales,77
4941,wheat,2264
4942,wheel,9191
4943,wheels,913
4944,whether,409
4945,whisper,94
4946,whistle,1536
4947,white,71025
4948,whiteflies,4
4949,whitespotted,0
4950,whitetailed,636
4951,whole,10338
4952,whose,2450
4953,wide,11842
4954,widely,1277
4955,wider,2533
4956,widespread,1633
4957,width,1190
4958,wild,20765
4959,wildlife,1271
4960,wilt,54
4961,win,844
4962,wind,8987
4963,windier,17
4964,windmills,17
4965,window,24294
4966,windows,1714
4967,windowsill,491
4968,winds,372
4969,windshield,854
4970,wing,9327
4971,wings,575
4972,winner,2810
4973,winning,396
4974,winter,5990
4975,winters,97
4976,wintry,60
4977,wipe,238
4978,wiper,861
4979,wipes,35
4980,wire,6904
4981,wires,59
4982,wishes,146
4983,within,10732
4984,without,3067
4985,withstand,23
4986,wobbles,2
4987,wolf,4889
4988,wolves,36
4989,woman,43577
4990,women,4256
4991,wood,25732
4992,wooded,472
4993,wooden,6074
4994,woodfree,1
4995,woodpecker,1418
4996,woody,1582
4997,woolly,3676
4998,word,11743
4999,words,765
5000,work,40184
5001,worked,766
5002,worker,11437
5003,workers,603
5004,working,2442
5005,works,2212
5006,world,23288
5007,worm,4417
5008,worms,113
5009,would,9871
5010,wounds,49
5011,wrap,2984
5012,wrinkled,112
5013,wrist,9025
5014,write,1208
5015,writing,3553
5016,written,622
5017,wrong,2537
5018,wrote,192
5019,wyoming,232
5020,x,3966
5021,xaxis,6
5022,xylem,1946
5023,yard,3348
5024,yardstick,165
5025,yarn,2011
5026,year,18745
5027,years,2509
5028,yeast,1697
5029,yellow,29669
5030,yellowstone,145
5031,yes,1758
5032,yet,343
5033,yogurt,854
5034,young,39007
5035,younger,6715
5036,z,444
5037,zero,4174
5038,zinc,1581
5039,zn,28
5040,zncl,0
5041,zone,8217
5042,zones,89
5043,zoo,2296
5044,zygote,45
