,Word,Tag
6071,relieve,
6072,the,O
6073,obstruction,
6074,.,
6075,Frack,
6076,pus,
6077,and,
6078,old,
6079,blood,
6080,was,
6081,drained,
6082,which,
6083,conﬁrmed,
6084,the,O
6085,reason,
6086,of,
6087,shock,
6088,to,
6089,be,
6090,the,O
6091,urosepsis,
6092,.,
6093,Urine,
6094,output,
6095,improved,
6096,but,
6097,she,
6098,still,
6099,needed,
6100,renal,
6101,replacement,
6102,therOapy,
6103,.,
6104,Fever,
6105,improved,
6106,but,
6107,it,
6108,didn't,
6109,touch,
6110,the,O
6111,baseline,
6112,.,
6113,Similarly,
6114,WCC,
6115,and,
6116,CRP,
6117,were,
6118,showing,
6119,a,
6120,decreasing,
6121,trend,
6122,.,
6123,On,
6124,6th,
6125,post,
6126,admission,
6127,day,
6128,patient,
6129,regained,
6130,consciousness,
6131,,
6132,urine,
6133,output,
6134,improved,
6135,and,
6136,invasive,
6137,ventilatory,
6138,support,
6139,was,
6140,withdrawn,
6141,.,
6142,She,
6143,was,
6144,transferred,
6145,out,
6146,of,
6147,intensive,
6148,care,
6149,unit,
6150,.,
6151,She,
6152,again,O
6153,developed,
6154,high,
6155,grade,
6156,fever,
6157,,
6158,WCC,
6159,and,
6160,CRP,
6161,was,
6162,persistently,
6163,raised,
6164,.,
6165,Now,
6166,that,
6167,patient,
6168,was,
6169,conscious,
6170,and,
6171,oriented,
6172,,
6173,she,
6174,started,
6175,complaining,
6176,of,
6177,left,
6178,shoulder,
6179,joint,
6180,pain,O
6181,associated,
6182,with,O
6183,weakness,
6184,of,
6185,left,
6186,upper,
6187,limb,
6188,.,
6189,Orthopedics,
6190,team,
6191,was,
6192,asked,
6193,to,
6194,review,
6195,the,O
6196,patient,
6197,.,
6198,On,
6199,initial,
6200,examination,
6201,,
6202,mild,
6203,joint,
6204,eﬀusion,
6205,was,
6206,suspected,
6207,and,
6208,turbid,
6209,blood,
6210,stained,
6211,ﬂuid,
6212,was,
6213,aspirated,
6214,.,
6215,Iatrogenic,
6216,skeletal,
6217,injury,
6218,during,
6219,CPR,
6220,was,
6221,suspected,
6222,and,
6223,radiograph,
6224,was,
6225,obtained,
6226,which,
6227,was,
6228,unremarkable,
6229,otherO,
6230,than,
6231,degenerative,
6232,changes,
6233,.,
6234,Magnetic,
6235,resonance,
6236,imaging,
6237,(,
6238,MRI,
6239,),
6240,scan,
6241,was,
6242,advised,
6243,to,
6244,rule,
6245,out,
6246,soft,
6247,tissue,
6248,pathology,
6249,.,
6250,MRI,
6251,showed,
6252,large,
6253,effusion,
6254,with,O
6255,surrounding,
6256,tissue,
6257,edema,
6258,,
6259,bone,
6260,marrow,
6261,edema,
6262,with,O
6263,gas,
6264,formation,
6265,in,O
6266,proximal,
6267,humerus,
6268,.,
6269,Based,
6270,on,
6271,thesOe,
6272,ﬁndings,
6273,MRI,
6274,suggested,
6275,the,O
6276,diﬀerential,
6277,diagnoses,
6278,of,
6279,septic,
6280,arthritis,
6281,with,O
6282,proximal,
6283,humerus,
6284,osteomyelitis,
6285,,
6286,gas,
6287,gangrene,
6288,and,
6289,sequelae,
6290,of,
6291,proximal,
6292,humeral,
6293,intraosseous,
6294,line,
6295,.,
6296,This,
6297,was,
6298,something,
6299,new,
6300,for,
6301,the,O
6302,whole,
6303,team,
6304,.,
6305,All,
6306,notes,
6307,were,
6308,reviewed,
6309,again,O
6310,but,
6311,therOe,
6312,was,
6313,no,
6314,mention,
6315,of,
6316,intraosseous,
6317,line,
6318,insertion,
6319,.,
6320,Resuscitation,
6321,team,
6322,was,
6323,contacted,
6324,and,
6325,inquired,
6326,about,
6327,the,O
6328,intraosseous,
6329,line,
6330,and,
6331,theyO,
6332,conﬁrm,
6333,that,
6334,intraosseous,
6335,line,
6336,was,
6337,inserted,
6338,for,
6339,initial,
6340,resuscitation,
6341,and,
6342,it,
6343,was,
6344,removed,
6345,when,
6346,femoral,
6347,arterial,
6348,line,
6349,was,
6350,secured,
6351,,
6352,but,
6353,theyO,
6354,forgot,
6355,to,
6356,mention,
6357,it,
6358,in,O
6359,theiOr,
6360,notes,
6361,.,
6362,Mystery,
6363,was,
6364,solved,
6365,.,
6366,Shoulder,
6367,joint,
6368,was,
6369,decompressed,
6370,and,
6371,washed,
6372,arthroscopically,
6373,.,
6374,She,
6375,was,
6376,also,
6377,diagnosed,
6378,to,
6379,have,
6380,type,
6381,II,
6382,diabetes,
6383,mellitus,
6384,by,
6385,endocrinology,
6386,team,
6387,and,
6388,was,
6389,managed,
6390,accordingly,
6391,.,
6392,Rest,
6393,of,
6394,her,
6395,recovery,
6396,was,
6397,uneventful,
6398,.,
6399,She,
6400,was,
6401,booked,
6402,by,
6403,urologist,
6404,for,
6405,removal,
6406,of,
6407,stone,
6408,at,
6409,a,
6410,later,
6411,stage,
6412,.,
