,Unnamed: 0,pos,neutral,neg
3400,pops,1,0,0
3401,Whew,0,0,1
3402,sözcüğü,0,0,2
3403,hayal,0,0,2
3404,kırıklığının,0,0,2
3405,en,1,0,2
3406,kırgın,0,0,2
3407,noktasıdır,0,0,2
3408,Almost,0,0,1
3409,outside,0,0,1
3410,crowd,1,0,0
3411,concert,1,0,0
3412,literally,1,0,0
3413,Workers,1,0,0
3414,Salaries,1,0,0
3415,Job,1,0,0
3416,Satisfaction,1,0,0
3417,PLC,1,0,0
3418,Announces,1,0,0
3419,Partial,1,0,0
3420,Stake,1,0,0
3421,Lazada,1,0,0
3422,after-hour,0,0,1
3423,explain,0,0,1
3424,premium,0,0,1
3425,Jim,2,0,0
3426,Cramer,1,0,0
3427,Cisco-Synata,1,0,0
3428,game-changer,1,0,0
3429,street,1,0,0
3430,Fck,0,0,1
3431,Bird,0,0,1
3432,soaring,0,0,1
3433,backtest,0,0,1
3434,Finance,0,0,2
3435,ECZ,0,0,2
3436,Ecosciences,0,0,2
3437,Eliot,0,0,1
3438,Wave,0,0,1
3439,Update,0,0,1
3440,zigzag,0,0,1
3441,largest,1,0,0
3442,world,1,0,0
3443,January,1,0,0
3444,tiniest,1,0,0
3445,issues,2,0,0
3446,Seat,1,0,0
3447,Miligan,1,0,0
3448,Barclays,1,0,0
3449,urgency,1,0,0
3450,window,1,0,0
3451,stocking,1,0,0
3452,ARM,2,0,0
3453,AMD,2,0,0
3454,Begin,2,0,0
3455,Assault,2,0,0
3456,Intel's,2,0,0
3457,Franchise,2,0,0
3458,band,1,0,0
3459,retrace,1,0,0
3460,prior,1,0,0
3461,Dev,1,0,0
3462,Conf,1,0,0
3463,Remote,1,0,0
3464,Control,1,0,0
3465,Maker,1,0,0
3466,Surges,1,0,0
3467,Comcast,1,0,0
3468,witnessing,1,0,0
3469,slow-motion,1,0,0
3470,disruption,1,0,0
3471,auto,1,0,0
3472,Excusan,0,0,1
3473,Rosa,0,0,1
3474,Flop,0,0,1
3475,forecast,0,0,1
3476,Innovation,0,2,0
3477,expecting,1,0,0
3478,Minnesota,0,0,1
3479,season,0,0,1
3480,sneakers,0,0,1
3481,Fastenal,0,0,1
3482,Debo,1,0,0
3483,asumir,1,0,0
3484,ante,1,0,0
3485,económica,1,0,0
3486,Partidos,1,0,0
3487,pagarán,1,0,0
3488,el,1,0,0
3489,costo,1,0,0
3490,sus,1,0,0
3491,primarias,1,0,0
3492,¿,2,0,0
3493,Con,1,0,0
3494,eso,1,0,0
3495,pagamos,1,0,0
3496,Ed,1,0,0
3497,Sudden,1,0,0
3498,i,1,0,0
3499,gives,1,0,0
3500,Tickr,0,0,1
3501,Michael,0,0,1
3502,James,0,0,1
3503,Enterprises,0,0,1
3504,μην,0,0,1
3505,δειχνετε,0,0,1
3506,παραλια,0,0,2
3507,ρε,0,0,1
3508,θελω,0,0,1
3509,να,0,0,4
3510,παω,0,0,1
3511,ξαπλωσω,0,0,1
3512,σε,0,0,1
3513,μια,0,0,1
3514,και,0,0,1
3515,ερθουν,0,0,1
3516,με,0,0,1
3517,μαζεψουν,0,0,1
3518,κατα,0,0,1
3519,τον,0,0,1
3520,οκτωβρη,0,0,1
3521,¥,1,0,0
3522,uro,1,0,0
3523,uch,1,0,0
3524,pocket,1,0,0
3525,emember,1,0,0
3526,backfire,1,0,0
3527,Rated,1,0,0
3528,View,1,0,0
3529,ratings,1,0,0
3530,conference,1,0,0
3531,underestimate,1,0,0
3532,ล,1,0,0
3533,ิ,1,0,0
3534,้,1,0,0
3535,งค,1,0,0
3536,์,1,0,0
3537,ข,1,0,0
3538,่,1,0,0
3539,าว,1,0,0
3540,stepping,1,0,0
3541,dropped,0,0,1
3542,Windows,1,0,0
3543,XP,1,0,0
3544,popular,1,0,0
3545,OS,1,0,0
3546,supported,1,0,0
3547,said,1,0,0
3548,trends,2,0,0
3549,incrementaly,1,0,0
3550,spending,1,0,0
3551,channels,1,0,0
3552,agree,1,0,0
3553,anywhere,1,0,0
3554,lor,1,0,0
3555,percentage,1,0,0
3556,never,1,0,0
3557,Bigger,1,0,0
3558,honestly,0,0,1
3559,disappointing,0,0,1
3560,Thoughts,0,0,1
3561,comparison,0,0,1
3562,worse,0,0,1
3563,kinds,1,0,0
3564,Starwod,1,0,0
3565,raising,1,0,0
3566,portion,1,0,0
3567,Anbang's,1,0,0
3568,values,1,0,0
3569,space,1,0,0
3570,local,1,0,0
3571,agents,1,0,0
3572,middle,1,0,0
3573,India,1,0,0
3574,Ah,0,0,1
3575,curing,0,0,1
3576,becoming,1,0,0
3577,go-to,1,0,0
3578,site,1,0,0
3579,categories,1,0,0
3580,ecomerce,1,0,0
3581,Combat,1,0,0
3582,Leadership,1,0,0
3583,Tips,1,0,0
3584,Badas,1,0,0
3585,Marine,1,0,0
3586,PM,1,0,0
3587,reached,1,0,0
3588,TSLA,1,0,0
3589,MOMO,1,0,0
3590,Discovery,1,0,0
3591,Trust,1,0,0
3592,Meanwhile,1,0,0
3593,mulling,1,0,0
3594,Slips,0,0,2
3595,ArcelorMital,0,0,2
3596,Gains,1,0,2
3597,Puts,0,0,1
3598,Helps,0,0,1
3599,expenses,0,0,1
3600,Up'd,0,0,1
3601,lololol,0,0,1
3602,Omg,1,0,0
3603,territory,1,0,0
3604,supercomputer,1,0,0
3605,Sanofi,0,0,1
3606,often,0,0,1
3607,Sharp,1,0,0
3608,Low-Quality,1,0,0
3609,Points,1,0,0
3610,Ongoing,1,0,0
3611,drive,1,0,0
3612,Lerink,1,0,0
3613,rated,1,0,0
3614,Si,0,0,1
3615,pensamos,0,0,1
3616,TODA,0,0,1
3617,LA,0,0,1
3618,RESPONSABILIDAD,0,0,1
3619,depends,0,0,1
3620,Asamblea,0,0,1
3621,Nacional,0,0,1
3622,para,0,0,1
3623,resolverla,0,0,1
3624,como,0,0,1
3625,ciudadanos,0,0,1
3626,esta,0,0,1
3627,brings,1,0,0
3628,upscale,1,0,0
3629,Either,1,0,0
3630,trader,1,0,0
