,Word,num_occurrences
4948,whiteflies,4
4949,whitespotted,0
4950,whitetailed,8
4951,whole,279
4952,whose,1690
4953,wide,217
4954,widely,1208
4955,wider,20
4956,widespread,161
4957,width,45
4958,wild,661
4959,wildlife,31
4960,wilt,12
4961,win,49
4962,wind,301
4963,windier,0
4964,windmills,5
4965,window,172
4966,windows,28
4967,windowsill,3
4968,winds,51
4969,windshield,12
4970,wing,132
4971,wings,280
4972,winner,37
4973,winning,51
4974,winter,183
4975,winters,32
4976,wintry,0
4977,wipe,4
4978,wiper,10
4979,wipes,1
4980,wire,167
4981,wires,32
4982,wishes,10
4983,within,325
4984,without,874
4985,withstand,6
4986,wobbles,2
4987,wolf,71
4988,wolves,10
4989,woman,635
4990,women,307
4991,wood,1175
4992,wooded,24
4993,wooden,156
4994,woodfree,0
4995,woodpecker,18
4996,woody,377
4997,woolly,155
4998,word,473
4999,words,386
5000,work,854
5001,worked,102
5002,worker,185
5003,workers,141
5004,working,149
5005,works,300
5006,world,1760
5007,worm,104
5008,worms,86
5009,would,124
5010,wounds,25
5011,wrap,22
5012,wrinkled,19
5013,wrist,79
5014,write,40
5015,writing,384
5016,written,517
5017,wrong,75
5018,wrote,154
5019,wyoming,59
5020,x,101
5021,xaxis,5
5022,xylem,6
5023,yard,83
5024,yardstick,2
5025,yarn,52
5026,year,291
5027,years,417
5028,yeast,43
5029,yellow,2138
5030,yellowstone,15
5031,yes,2
5032,yet,44
5033,yogurt,8
5034,young,641
5035,younger,29
5036,z,5
5037,zero,62
5038,zinc,91
5039,zn,4
5040,zncl,0
5041,zone,152
5042,zones,24
5043,zoo,3
5044,zygote,8
